Min Packet Length,Flow Packets/s,Average Packet Size,Max Packet Length,Bwd Packet Length Std,Flow Bytes/s,Packet Length Std,Fwd Packet Length Mean,Flow Duration,Fwd Packet Length Min,Flow IAT Mean,Fwd IAT Min,Total Fwd Packets,Fwd IAT Mean,Total Length of Fwd Packets,Fwd IAT Std,Bwd IAT Mean,Flow IAT Max,Bwd Packets/s,Flow IAT Std,Fwd Header Length,Label,Bwd Packet Length Min,Bwd Packet Length Mean,Fwd Packet Length Max,Bwd IAT Max,Fwd IAT Total,Fwd Packet Length Std,Bwd IAT Std,Bwd Header Length,Fwd IAT Max,Bwd Packet Length Max,Bwd IAT Min,Fwd Packets/s,Bwd IAT Total,Packet Length Variance,Total Length of Bwd Packets,Flow IAT Min,Packet Length Mean
38.0,22598.87006,61.5,66.0,0.0,1175141.243,15.33623161,38.0,177.0,38.0,59.0,2.0,2.0,2.0,76.0,0.0,3.0,172.0,11299.43503,97.86214794,40.0,0,66.0,66.0,38.0,3.0,2.0,0.0,0.0,40.0,2.0,66.0,3.0,11299.43503,3.0,235.2,132.0,2.0,49.2
51.0,26845.63758,71.75,67.0,0.0,1583892.617,8.76356092,51.0,149.0,51.0,49.66666667,3.0,2.0,3.0,102.0,0.0,4.0,142.0,13422.81879,79.96457549,64.0,0,67.0,67.0,51.0,4.0,3.0,0.0,0.0,64.0,3.0,67.0,4.0,13422.81879,4.0,76.8,134.0,3.0,57.4
0.0,2.4293177,300.3571429,1460.0,676.8307765,729.6629235,507.5654309,47.5,5762935.0,0.0,443302.6923,4.0,8.0,823276.4286,380.0,2046516.829,15485.0,5460908.0,1.041136157,1508553.641,172.0,0,0.0,637.5,199.0,39882.0,5762935.0,74.19279903,19528.80671,132.0,5460908.0,1460.0,49.0,1.388181543,77425.0,257622.6667,3825.0,4.0,280.3333333
53.0,41.6389074,112.5,119.0,0.0,3580.946036,38.10511777,53.0,48032.0,53.0,48032.0,0.0,1.0,0.0,53.0,0.0,0.0,48032.0,20.8194537,0.0,32.0,0,119.0,119.0,53.0,0.0,0.0,0.0,0.0,20.0,0.0,119.0,0.0,20.8194537,0.0,1452.0,119.0,48032.0,75.0
59.0,85.93280055,119.0,120.0,0.0,7690.985649,35.21836642,59.0,23274.0,59.0,23274.0,0.0,1.0,0.0,59.0,0.0,0.0,23274.0,42.96640027,0.0,20.0,0,120.0,120.0,59.0,0.0,0.0,0.0,0.0,20.0,0.0,120.0,0.0,42.96640027,0.0,1240.333333,120.0,23274.0,79.33333333
33.0,86.23105611,93.75,138.0,0.0,7372.755298,57.51086854,33.0,46387.0,33.0,15462.33333,3.0,2.0,3.0,66.0,0.0,3.0,46381.0,43.11552806,26776.35078,64.0,0,138.0,138.0,33.0,3.0,3.0,0.0,0.0,40.0,3.0,138.0,3.0,43.11552806,3.0,3307.5,276.0,3.0,75.0
42.0,39.87360069,79.5,96.0,0.0,2751.278447,29.57701811,42.0,100317.0,42.0,33439.0,49.0,2.0,49.0,84.0,0.0,4.0,100264.0,19.93680034,57872.15198,64.0,0,96.0,96.0,42.0,4.0,49.0,0.0,0.0,64.0,49.0,96.0,4.0,19.93680034,4.0,874.8,192.0,4.0,63.6
22.0,26666.66667,43.5,54.0,0.0,1013333.333,17.52712184,22.0,150.0,22.0,50.0,3.0,2.0,3.0,44.0,0.0,3.0,144.0,13333.33333,81.40638796,40.0,0,54.0,54.0,22.0,3.0,3.0,0.0,0.0,40.0,3.0,54.0,3.0,13333.33333,3.0,307.2,108.0,3.0,34.8
0.0,128.7747086,230.9090909,2078.0,752.7837413,29735.25091,499.8150844,72.92307692,170841.0,0.0,8135.285714,3.0,13.0,14236.75,948.0,14504.45157,15810.0,34884.0,52.68056263,12635.80546,272.0,0,0.0,459.1111111,321.0,54857.0,170841.0,99.291206,21990.47317,192.0,36966.0,2078.0,67.0,76.09414602,126480.0,249815.1186,4132.0,3.0,220.8695652
6.0,200000.0,23.75,46.0,0.0,4450000.0,18.57417562,22.25,20.0,6.0,6.666666667,1.0,4.0,6.666666667,89.0,8.144527815,0.0,16.0,0.0,8.144527815,80.0,0,0.0,0.0,46.0,0.0,20.0,19.73786547,0.0,0.0,16.0,0.0,0.0,200000.0,0.0,345.0,0.0,1.0,19.0
0.0,0.543702353,561.953125,2820.0,805.5596967,305.5352366,754.7727498,40.77777778,117711464.0,0.0,1868435.937,16.0,27.0,4527364.0,1101.0,15900000.0,3268788.528,58800000.0,0.314327923,10400000.0,576.0,0,0.0,942.2702703,201.0,58900000.0,118000000.0,62.57139512,13600000.0,752.0,58800000.0,2820.0,47.0,0.22937443,118000000.0,569681.9038,34864.0,16.0,553.3076923
49.0,85.70081844,97.5,97.0,0.0,6256.159746,27.71281292,49.0,23337.0,49.0,23337.0,0.0,1.0,0.0,49.0,0.0,0.0,23337.0,42.85040922,0.0,20.0,0,97.0,97.0,49.0,0.0,0.0,0.0,0.0,20.0,0.0,97.0,0.0,42.85040922,0.0,768.0,97.0,23337.0,65.0
31.0,23121.38728,46.75,47.0,0.0,901734.104,8.76356092,31.0,173.0,31.0,57.66666667,71.0,2.0,71.0,62.0,0.0,4.0,98.0,11560.69364,48.39765835,64.0,0,47.0,47.0,31.0,4.0,71.0,0.0,0.0,64.0,71.0,47.0,4.0,11560.69364,4.0,76.8,94.0,4.0,37.4
6.0,666666.6667,34.0,31.0,0.0,12300000.0,14.43375673,18.5,3.0,6.0,3.0,3.0,2.0,3.0,37.0,0.0,0.0,3.0,0.0,0.0,40.0,0,0.0,0.0,31.0,0.0,3.0,17.67766953,0.0,0.0,3.0,0.0,0.0,666666.6667,0.0,208.3333333,0.0,3.0,22.66666667
6.0,12931.03448,24.66666667,31.0,0.0,185344.8276,14.43375673,18.5,232.0,6.0,116.0,232.0,2.0,232.0,37.0,0.0,0.0,148.0,4310.344828,45.254834,40.0,0,6.0,6.0,31.0,0.0,232.0,17.67766953,0.0,20.0,232.0,6.0,0.0,8620.689655,0.0,208.3333333,6.0,84.0,18.5
6.0,105263.1579,9.0,6.0,0.0,631578.9474,0.0,6.0,19.0,6.0,19.0,0.0,1.0,0.0,6.0,0.0,0.0,19.0,52631.57895,0.0,20.0,0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,0.0,52631.57895,0.0,0.0,6.0,19.0,6.0
6.0,1500000.0,8.0,6.0,0.0,9000000.0,0.0,6.0,2.0,6.0,1.0,1.0,3.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,60.0,0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1500000.0,0.0,0.0,0.0,1.0,6.0
6.0,52631.57895,7.2,6.0,0.0,315789.4737,0.0,6.0,95.0,6.0,23.75,0.0,1.0,0.0,6.0,0.0,23.66666667,69.0,42105.26316,32.05594069,20.0,0,6.0,6.0,6.0,69.0,0.0,0.0,39.2598183,80.0,0.0,6.0,1.0,10526.31579,71.0,0.0,24.0,1.0,6.0
6.0,49504.9505,7.2,6.0,0.0,297029.703,0.0,6.0,101.0,6.0,25.25,0.0,1.0,0.0,6.0,0.0,23.66666667,69.0,39603.9604,32.21154038,20.0,0,6.0,6.0,6.0,69.0,0.0,0.0,39.2598183,80.0,0.0,6.0,1.0,9900.990099,71.0,0.0,24.0,1.0,6.0
6.0,130.8101509,8.0,6.0,0.0,784.8609052,0.0,6.0,22934.0,6.0,11467.0,22934.0,2.0,22934.0,12.0,0.0,0.0,22911.0,43.60338362,16184.26001,40.0,0,6.0,6.0,6.0,0.0,22934.0,0.0,0.0,20.0,22934.0,6.0,0.0,87.20676725,0.0,0.0,6.0,23.0,6.0
48.0,40.8496732,86.0,76.0,0.0,2532.679739,16.16580754,48.0,48960.0,48.0,48960.0,0.0,1.0,0.0,48.0,0.0,0.0,48960.0,20.4248366,0.0,32.0,0,76.0,76.0,48.0,0.0,0.0,0.0,0.0,20.0,0.0,76.0,0.0,20.4248366,0.0,261.3333333,76.0,48960.0,57.33333333
38.0,24390.2439,72.5,88.0,0.0,1536585.366,27.38612788,38.0,164.0,38.0,54.66666667,3.0,2.0,3.0,76.0,0.0,4.0,157.0,12195.12195,88.62467677,40.0,0,88.0,88.0,38.0,4.0,3.0,0.0,0.0,40.0,3.0,88.0,4.0,12195.12195,4.0,750.0,176.0,3.0,58.0
6.0,20618.5567,9.0,6.0,0.0,123711.3402,0.0,6.0,97.0,6.0,97.0,0.0,1.0,0.0,6.0,0.0,0.0,97.0,10309.27835,0.0,20.0,0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,0.0,10309.27835,0.0,0.0,6.0,97.0,6.0
0.0,5.673396145,144.5853659,1430.0,409.2062217,820.2900572,316.5320137,79.64705882,7226712.0,0.0,180667.8,49674.0,17.0,448537.3125,1354.0,823169.8949,312049.6087,3234873.0,3.321012377,553280.7962,352.0,0,0.0,190.5833333,362.0,3284371.0,7176597.0,84.28889397,728743.2637,492.0,3234873.0,1430.0,3.0,2.352383767,7177141.0,100192.5157,4574.0,3.0,141.1428571
56.0,27.91385783,121.5,131.0,0.0,2609.945708,43.30127019,56.0,71649.0,56.0,71649.0,0.0,1.0,0.0,56.0,0.0,0.0,71649.0,13.95692892,0.0,20.0,0,131.0,131.0,56.0,0.0,0.0,0.0,0.0,20.0,0.0,131.0,0.0,13.95692892,0.0,1875.0,131.0,71649.0,81.0
0.0,0.576230532,245.7727273,403.0,0.0,138.1032509,174.2978237,201.5,114537492.0,0.0,1762115.262,1.0,44.0,2663662.605,8866.0,5762299.093,5454152.619,16500000.0,0.192076844,4837730.593,1408.0,0,316.0,316.0,403.0,16500000.0,115000000.0,203.8295572,7331509.967,704.0,16500000.0,316.0,48.0,0.384153688,115000000.0,30379.73134,6952.0,1.0,242.1044776
35.0,27586.2069,51.75,51.0,0.0,1186206.897,8.76356092,35.0,145.0,35.0,48.33333333,4.0,2.0,4.0,70.0,0.0,3.0,138.0,13793.10345,77.6552209,64.0,0,51.0,51.0,35.0,3.0,4.0,0.0,0.0,64.0,4.0,51.0,3.0,13793.10345,3.0,76.8,102.0,3.0,41.4
48.0,0.059668914,60.0,48.0,0.0,2.864107882,0.0,48.0,67036581.0,48.0,22300000.0,67000000.0,2.0,67000000.0,96.0,0.0,67000000.0,67000000.0,0.029834457,38600000.0,52.0,0,48.0,48.0,48.0,67000000.0,67000000.0,0.0,0.0,40.0,67000000.0,48.0,67000000.0,0.029834457,67000000.0,0.0,96.0,36716.0,48.0
0.0,0.748695071,3.0,6.0,0.0,2.246085214,3.286335345,4.0,5342629.0,0.0,1780876.333,37126.0,3.0,2671314.5,12.0,3725305.103,0.0,5305503.0,0.187173768,3052472.094,72.0,0,0.0,0.0,6.0,0.0,5342629.0,3.464101615,0.0,32.0,5305503.0,0.0,0.0,0.561521303,0.0,10.8,0.0,96.0,2.4
0.0,0.282465403,74.36363636,746.0,262.3339929,21.00515451,199.352356,53.11111111,116828467.0,0.0,3650889.594,15938.0,18.0,6872262.765,956.0,4568973.573,7965978.571,10000000.0,0.128393365,4760974.372,372.0,0,0.0,99.86666667,433.0,10100000.0,117000000.0,138.2120659,4136688.559,444.0,10100000.0,746.0,20338.0,0.154072038,112000000.0,39741.36185,1498.0,67.0,72.17647059
0.0,52.88814436,1004.667171,4290.0,773.7346283,53134.9824,979.7983098,53.55232101,62433652.0,0.0,18913.5571,0.0,1271.0,49160.35591,68065.0,1644763.938,30709.26749,58500000.0,32.53053337,1018900.568,25636.0,0,0.0,1599.874938,1678.0,58600000.0,62400000.0,257.6968069,1300084.666,40632.0,58600000.0,4290.0,1.0,20.35761099,62300000.0,960004.728,3249346.0,0.0,1004.363003
42.0,14.13018136,108.5,133.0,0.0,1236.390869,52.5388745,42.0,141541.0,42.0,141541.0,0.0,1.0,0.0,42.0,0.0,0.0,141541.0,7.06509068,0.0,20.0,0,133.0,133.0,42.0,0.0,0.0,0.0,0.0,20.0,0.0,133.0,0.0,7.06509068,0.0,2760.333333,133.0,141541.0,72.33333333
30.0,23668.63905,88.5,132.0,0.0,1917159.763,55.86770087,30.0,169.0,30.0,56.33333333,4.0,2.0,4.0,60.0,0.0,1.0,164.0,11834.31953,93.25413306,64.0,0,132.0,132.0,30.0,1.0,4.0,0.0,0.0,64.0,4.0,132.0,1.0,11834.31953,1.0,3121.2,264.0,1.0,70.8
49.0,27397.26027,69.25,65.0,0.0,1561643.836,8.76356092,49.0,146.0,49.0,48.66666667,3.0,2.0,3.0,98.0,0.0,3.0,140.0,13698.63014,79.09698688,64.0,0,65.0,65.0,49.0,3.0,3.0,0.0,0.0,40.0,3.0,65.0,3.0,13698.63014,3.0,76.8,130.0,3.0,55.4
0.0,0.44172947,195.037037,3913.0,1123.842421,86.15360694,742.8918434,72.8,61123384.0,0.0,2350899.385,248.0,15.0,4365956.0,1092.0,5106179.785,5552042.364,10000000.0,0.196324209,4275544.156,312.0,0,0.0,347.8333333,700.0,10100000.0,61100000.0,182.5952589,5180210.201,324.0,10100000.0,3913.0,2019.0,0.245405261,61100000.0,551888.291,4174.0,42.0,188.0714286
44.0,24390.2439,80.0,94.0,0.0,1682926.829,27.38612788,44.0,164.0,44.0,54.66666667,3.0,2.0,3.0,88.0,0.0,4.0,157.0,12195.12195,88.62467677,40.0,0,94.0,94.0,44.0,4.0,3.0,0.0,0.0,40.0,3.0,94.0,4.0,12195.12195,4.0,750.0,188.0,3.0,64.0
48.0,0.202850757,51.42857143,48.0,0.0,9.736836351,0.0,48.0,69016257.0,48.0,5308942.846,1999919.0,7.0,11500000.0,336.0,23300000.0,11500000.0,59000000.0,0.101425379,16200000.0,200.0,0,48.0,48.0,48.0,59000000.0,69000000.0,0.0,23300000.0,212.0,59000000.0,48.0,1999459.0,0.101425379,69000000.0,0.0,336.0,16292.0,48.0
51.0,23668.63905,94.25,112.0,0.0,1928994.083,33.41107601,51.0,169.0,51.0,56.33333333,1.0,2.0,1.0,102.0,0.0,48.0,120.0,11834.31953,59.93607706,40.0,0,112.0,112.0,51.0,48.0,1.0,0.0,0.0,40.0,1.0,112.0,48.0,11834.31953,48.0,1116.3,224.0,1.0,75.4
6.0,666666.6667,9.0,6.0,0.0,4000000.0,0.0,6.0,3.0,6.0,3.0,3.0,2.0,3.0,12.0,0.0,0.0,3.0,0.0,0.0,40.0,0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,666666.6667,0.0,0.0,0.0,3.0,6.0
6.0,117647.0588,9.0,6.0,0.0,705882.3529,0.0,6.0,17.0,6.0,17.0,0.0,1.0,0.0,6.0,0.0,0.0,17.0,58823.52941,0.0,20.0,0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,0.0,58823.52941,0.0,0.0,6.0,17.0,6.0
29.0,7.964890762,76.25,109.0,0.0,549.5774625,43.8178046,29.0,502204.0,29.0,167401.3333,3.0,2.0,3.0,58.0,0.0,3.0,502198.0,3.982445381,289942.4184,64.0,0,109.0,109.0,29.0,3.0,3.0,0.0,0.0,64.0,3.0,109.0,3.0,3.982445381,3.0,1920.0,218.0,3.0,61.0
0.0,0.46031442,250.0714286,1615.0,599.6876324,115.1114845,466.0580579,146.4666667,60827988.0,0.0,2252888.444,324.0,15.0,4344856.286,2197.0,5119460.335,5062004.083,10000000.0,0.213717409,4204134.289,312.0,0,0.0,369.6153846,911.0,10100000.0,60800000.0,311.5871505,5234138.544,332.0,10100000.0,1615.0,202.0,0.246597011,60700000.0,217210.1133,4805.0,48.0,241.4482759
